Alarm Timestamp
hr1 alarm  duration 6 2024-10-16 16:26:36
hr1 alarm  duration 6 2024-10-16 16:27:06
hr1 alarm  duration 6 2024-10-16 16:28:39
hr1 alarm  duration 6 2024-10-16 16:31:46
hr1 alarm  duration 6 2024-10-17 11:32:15
hr1 alarm  duration 6 2024-10-17 11:38:41
